Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Apple,2019,iOS,194 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,6.1 אינטש,2 + 4 ליבות,828x1792‏ פיקסלים,326 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,1690,2482,כולל,5.0,"3,110 mAh",2
Samsung,2021,Android,227 גרם,Galaxy S21,סמארטפון,מסך מגע,לא זמין,2200 2800 2900 MHz,4,6.8 אינטש,1 + 3 + 4,1440x3200‏ פיקסלים,515 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,40‏ מגה פיקסל,108 + 10 + 10 + 12 מגה פיקסל,כולל,כולל,2197,3637,כולל,5.2,"5,000 mAh",2
Xiaomi,לא זמין,Android,190 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,לא זמין,4 + 4 ליבות,לא זמין,268 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,לא זמין,כולל,כולל,575,699,אופציונאלי,5.0,"5,000 mAh",2
Apple,לא זמין,iOS,240 גרם,לא זמין,סמארטפון,מסך מגע,6GB,לא זמין,4,6.7 אינטש,לא זמין,לא זמין,460 ppi,120 Hz,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,לא זמין,כולל,6149,7499,כולל,לא זמין,לא זמין,2
Samsung,2019,Android,157 גרם,Galaxy S10,סמארטפון,מסך מגע,8GB,2700 2300 1900 MHz,4,6.1 אינטש,2+2+4,1440x3040‏ פיקסלים,550 ppi,לא זמין,Dynamic AMOLED,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12+12+16 מגה פיקסל,כולל,כולל,690,3599,כולל,5.0,"3,400 mAh",2
Samsung,2020,Android,163 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2600 2000 MHz,4,6.2 אינטש,2+2+4,1440x3200‏ פיקסלים,563 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,1509,2400,כולל,5.0,"4,000 mAh",2
OnePlus,לא זמין,Android,190 גרם,לא זמין,סמארטפון,לא זמין,12GB,לא זמין,4,6.43 אינטש,לא זמין,1080x2400‏ פיקסלים,409 ppi,90 Hz,AMOLED,לא זמין,אפור,ללא,32‏ מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,1690,2035,כולל,5.2,"4,500 mAh",2
Apple,2019,iOS,226 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,6.5 אינטש,2 + 4 ליבות,1242x2688‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,2790,5249,כולל,5.0,"3,969 mAh",2
Apple,2020,iOS,135 גרם,iPhone 12 mini,סמארטפון,מקשי ספרות,4GB,1800 3100 MHz,5,5.4 אינטש,6 ליבות,1080x2340‏ פיקסלים,476 ppi,לא זמין,Super Retina,IP67,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,1980,3049,כולל,5.0,"2,227 mAh",2
Xiaomi,לא זמין,Android,202 גרם,לא זמין,סמארטפון,מסך מגע,8GB,2000 2050 MHz,4,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,108 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,1090,1269,אופציונאלי,5.1,"5,000 mAh",2
Samsung,לא זמין,Android,187 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.7 אינטש,לא זמין,1080x2640‏ פיקסלים,426 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,לא זמין,ללא,10‏ מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,2765,2765,כולל,5.2,"3,700 mAh",2
Xiaomi,לא זמין,Android,195 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,IP53,לא זמין,ללא,20‏ מגה פיקסל,64 + 8 + 2 מגה פיקסל,כולל,כולל,1650,1970,אופציונאלי,5.2,"4,500 mAh",2
Apple,2020,iOS,164 גרם,iPhone 12,סמארטפון,מסך מגע,4GB,1800 3100 MHz,5,6.1 אינטש,8 ליבות,1170x2532‏ פיקסלים,460 ppi,לא זמין,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,2545,3249,כולל,5.0,"2,815 mAh",2
Samsung,2020,Android,163 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2600 2000 MHz,5,6.2 אינטש,2+2+4,1440x3200‏ פיקסלים,563 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,1365,2139,כולל,5.0,"4,000 mAh",2
Xiaomi,2021,Android,178.8 גרם,Redmi Note 10,סמארטפון,מסך מגע,4GB,2200 1700 MHz,4,6.43 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,409 ppi,לא זמין,Super AMOLED,IP53,לא זמין,microSDXC,13‏ מגה פיקסל,48 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,790,999,ללא,5.0,"5,000 mAh",2
Samsung,2021,Android,184 גרם,Galaxy A32,סמארטפון,מסך מגע,4GB,2000 1800 MHz,4,6.4 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,411 ppi,90 Hz,Super AMOLED,ללא,לא זמין,microSDXC,20‏ מגה פיקסל,64 + 8 + 5 + 5 מגה פיקסל,כולל,כולל,790,1099,אופציונאלי,5.0,"5,000 mAh",2
Samsung,2020,Android,192 גרם,Galaxy Note 20,סמארטפון,מסך מגע,8GB,2730 2500 2000 MHz,5,6.7 אינטש,2+2+4,1080x2400‏ פיקסלים,393 ppi,לא זמין,Super AMOLED,IP68,לא זמין,ללא,10‏ מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,1751,2639,כולל,5.0,"4,300 mAh",2
Samsung,2019,Android,175 גרם,Galaxy S10,סמארטפון,מסך מגע,8GB,2700 2300 1900 MHz,4,6.4 אינטש,2+2+4,1440x3040‏ פיקסלים,526 ppi,לא זמין,Dynamic AMOLED,IP68,לא זמין,Micro SD/T-Flash,10 + 8‏ מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,1186,2800,כולל,5.0,"4,100 mAh",2
Xiaomi,2021,Android,198 גרם,9T,סמארטפון,מסך מגע,4GB,2000 1800 MHz,4,6.53 אינטש,8 ליבות,2340x1080‏ פיקסלים,395 ppi,60 Hz,IPS,ללא,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,48 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,639,639,אופציונאלי,5.0,"6,000 mAh",2
Samsung,2021,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,2GB,לא זמין,4,6.5 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,270 ppi,לא זמין,לא זמין,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,8 מגה פיקסל,ללא,כולל,349,499,ללא,4.2,"5,000 mAh",2
Xiaomi,לא זמין,Android,194 גרם,לא זמין,סמארטפון,לא זמין,3GB,לא זמין,4,6.53 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,13 מגה פיקסל,כולל,כולל,468,749,ללא,5.0,"5,000 mAh",2
Samsung,2020,Android,186 גרם,Galaxy S20,סמארטפון,מסך מגע,12GB,2730 2600 2000 MHz,5,6.7 אינטש,2+2+4,1440x3200‏ פיקסלים,525 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,1466,2247,כולל,5.0,"4,500 mAh",2
Samsung,לא זמין,Android,181 גרם,לא זמין,סמארטפון,מסך מגע,8GB,1900 2200 2400 MHz,4,6.7 אינטש,לא זמין,1080x2400‏ פיקסלים,393 ppi,120 Hz,Super AMOLED Plus,IP67,לא זמין,microSDXC,32‏ מגה פיקסל,לא זמין,כולל,כולל,1745,1949,אופציונאלי,5.0,"5,000 mAh",2
Samsung,לא זמין,Android,177 גרם,Galaxy S21,סמארטפון,מסך מגע,6GB,1800 2420 2840 MHz,לא זמין,6.4 אינטש,לא זמין,1080x2400‏ פיקסלים,401 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,32‏ מגה פיקסל,12 + 8 + 12 מגה פיקסל,כולל,כולל,1537,1859,כולל,5.0,"4,500 mAh",2
Apple,לא זמין,iOS,206 גרם,לא זמין,סמארטפון,מסך מגע,6GB,לא זמין,4,6.1 אינטש,לא זמין,לא זמין,460 ppi,120 Hz,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,לא זמין,כולל,5695,6999,כולל,לא זמין,לא זמין,2
Samsung,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,7.6 אינטש,לא זמין,לא זמין,373 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,לא זמין,ללא,4‏ מגה פיקסל,לא זמין,כולל,כולל,4990,6645,כולל,5.2,"4,400 mAh",2
Samsung,2021,Android,189 גרם,לא זמין,סמארטפון,מסך מגע,8GB,1900 2200 2400 MHz,4,6.5 אינטש,1+3+4,1080x2400‏ פיקסלים,405 ppi,120 Hz,Super AMOLED,IP67,לא זמין,microSDXC,32‏ מגה פיקסל,64 + 12 + 5 + 5 מגה פיקסל,כולל,כולל,1250,1590,כולל,5.0,"4,500 mAh",2
Samsung,2020,Android,208 גרם,Galaxy Note 20,סמארטפון,מסך מגע,8GB,2730 2500 2000 MHz,4,6.9 אינטש,2+2+4,1440x3088‏ פיקסלים,494 ppi,120 Hz,Dynamic AMOLED,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,108 + 12 + 12 מגה פיקסל,כולל,כולל,2649,3590,כולל,5.0,"4,500 mAh",2
OnePlus,לא זמין,Android,204 גרם,לא זמין,סמארטפון,מסך מגע,16GB,לא זמין,4,6.7 אינטש,לא זמין,לא זמין,394 ppi,120 Hz,Fluid AMOLED,לא זמין,לא זמין,ללא,16‏ מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,2402,2789,כולל,5.2,"4,800 mAh",3
Google,2020,Android,143 גרם,Pixel 4A,סמארטפון,מסך מגע,6GB,2200 1800 MHz,5,6.2 אינטש,2 + 6 ליבות,1080x2340‏ פיקסלים,443 ppi,לא זמין,OLED,ללא,שחור,ללא,8‏ מגה פיקסל,12.2 + 16 מגה פיקסל,כולל,כולל,1788,1790,כולל,5.0,"3,140 mAh",3
OnePlus,2021,Android,189 גרם,Nord 2,סמארטפון,מסך מגע,8GB,3000 2600 2000 MHz,5,6.43 אינטש,1+3+4,1080x2400‏ פיקסלים,409 ppi,90 Hz,Fluid AMOLED,ללא,לא זמין,ללא,32‏ מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,1227,1719,כולל,5.2,"4,500 mAh",3
Apple,2021,iOS,141 גרם,iPhone 13,סמארטפון,מסך מגע,4GB,לא זמין,5,5.4 אינטש,2 + 4 ליבות,1080x2340‏ פיקסלים,476 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,2990,3580,כולל,5.0,לא זמין,3
Xiaomi,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,לא זמין,לא זמין,ללא,20‏ מגה פיקסל,64 + 8 + 2 מגה פיקסל,כולל,כולל,1922,2293,כולל,5.2,"4,700 mAh",3
Xiaomi,2021,Android,204 גרם,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,לא זמין,לא זמין,1440x3200‏ פיקסלים,לא זמין,120 Hz,LTPO AMOLED,לא זמין,לא זמין,ללא,32‏ מגה פיקסל,לא זמין,כולל,כולל,2949,3690,אופציונאלי,5.2,"4,600 mAh",3
Samsung,2019,Android,168 גרם,Galaxy Note 10,סמארטפון,מסך מגע,8GB,2730 2400 1900 MHz,4,6.3 אינטש,2 + 4 + 4 ליבות,1080x2280‏ פיקסלים,401 ppi,לא זמין,Dynamic AMOLED,IP68,לא זמין,ללא,10‏ מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,1339,3670,כולל,5.0,"3,500 mAh",3
Samsung,לא זמין,Android,195 גרם,לא זמין,סמארטפון,מסך מגע,4GB,2000 2000 MHz,4,6.6 אינטש,4 + 4 ליבות,לא זמין,400 ppi,לא זמין,PLS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,לא זמין,כולל,כולל,650,789,אופציונאלי,5.0,"5,000 mAh",3
Nokia,2010,לא זמין,89 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,3,2 אינטש,לא זמין,320x240‏ פיקסלים,200 ppi,לא זמין,TFT,ללא,לא זמין,Micro SD/T-Flash,לא כולל‏ מגה פיקסל,3.15 מגה פיקסל,ללא,לא כולל,249,359,לא זמין,2.1,"1,020 mAh",3
Samsung,2021,Android,189 גרם,Galaxy A52,טלפון רגיל,מסך מגע,6GB,2300 1800 MHz,4,6.5 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,407 ppi,90 Hz,Super AMOLED,IP67,לא זמין,microSDXC,32‏ מגה פיקסל,64 + 12 + 5 + 5 מגה פיקסל,כולל,כולל,999,1359,אופציונאלי,5.0,"4,500 mAh",3
Xiaomi,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,8GB,2000 2050 MHz,4,6.43 אינטש,לא זמין,1080x2400‏ פיקסלים,409 ppi,90 Hz,AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,64 + 8 + 2 מגה פיקסל,כולל,כולל,890,890,כולל,5.0,"5,000 mAh",3
Apple,לא זמין,iOS,144 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,4.7 אינטש,לא זמין,750x1334‏ פיקסלים,326 ppi,לא זמין,לא זמין,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,1018,2200,כולל,5.0,לא זמין,3
OnePlus,2020,Android,199 גרם,OnePlus 8 Pro,סמארטפון,מסך מגע,8GB,2840 2420 1800 MHz,5,6.78 אינטש,1 + 3 + 4,1440x3168‏ פיקסלים,513 ppi,120 Hz,Fluid AMOLED,IP68,לא זמין,ללא,16‏ מגה פיקסל,48 + 8 + 48 + 5 מגה פיקסל,כולל,כולל,2336,2749,כולל,5.1,"4,510 mAh",3
Samsung,2021,Android,196 גרם,לא זמין,סמארטפון,מסך מגע,3GB,1800 2350 MHz,4,6.5 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,270 ppi,לא זמין,PLS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,13 + 2 + 2 מגה פיקסל,כולל,כולל,444,647,ללא,5.0,"5,000 mAh",3
Xiaomi,2021,Android,181 גרם,לא זמין,סמארטפון,מסך מגע,6GB,1800 2000 MHz,4,6.5 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,405 ppi,90 Hz,LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,50 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,641,849,לא זמין,5.1,"5,000 mAh",3
Nokia,2021,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,4,1.8 אינטש,לא זמין,120x160‏ פיקסלים,111 ppi,לא זמין,לא זמין,לא זמין,לא זמין,microSDHC,לא כולל‏ מגה פיקסל,לא זמין,לא זמין,לא כולל,245,250,ללא,לא כולל,"1,020 mAh",3
Xiaomi,לא זמין,Android,192 גרם,לא זמין,סמארטפון,מסך מגע,2GB,לא זמין,4,6.52 אינטש,לא זמין,720x1600‏ פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,8 מגה פיקסל,כולל,כולל,334,450,ללא,5.0,"5,000 mAh",3
Samsung,2019,Android,196 גרם,Galaxy Note 10,סמארטפון,מסך מגע,12GB,2730 2400 1900 MHz,4,6.8 אינטש,2+2+4,1440x3040‏ פיקסלים,498 ppi,לא זמין,Dynamic AMOLED,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,1600,2308,כולל,5.0,"4,300 mAh",3
Samsung,2021,Android,173 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.7 אינטש,4 + 4 ליבות,1080x2400‏ פיקסלים,393 ppi,120 Hz,Super AMOLED Plus,לא זמין,לא זמין,microSDXC,32‏ מגה פיקסל,לא זמין,כולל,כולל,1190,1565,כולל,5.0,"5,000 mAh",3
Apple,2020,iOS,228 גרם,iPhone 12 Pro Max,סמארטפון,מסך מגע,לא זמין,לא זמין,5,6.7 אינטש,6 ליבות,1284x2778‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,3290,4700,כולל,5.0,לא זמין,3
Xiaomi,2021,Android,196 גרם,Poco F3,סמארטפון,מסך מגע,6GB,3090 2420 1800 MHz,5,6.67 אינטש,8 ליבות,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,ללא,לא זמין,ללא,20‏ מגה פיקסל,48 + 8 + 5 מגה פיקסל,כולל,כולל,1249,1459,אופציונאלי,5.1,"4,520 mAh",3
Apple,2019,iOS,188 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,5.8 אינטש,2 + 4 ליבות,1125x2436‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,2650,4649,כולל,5.0,"3,046 mAh",3
Apple,2018,iOS,194 גרם,iPhone XR,סמארטפון,מסך מגע,3GB,לא זמין,4,6.1 אינטש,8 ליבות,828x1792‏ פיקסלים,326 ppi,לא זמין,IPS,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,ללא,כולל,1350,5890,כולל,5.0,"2,942 mAh",3
Samsung,לא זמין,Android,188 גרם,לא זמין,סמארטפון,מסך מגע,3GB,1800 2300 MHz,4,6.5 אינטש,לא זמין,720x1600‏ פיקסלים,270 ppi,לא זמין,PLS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,13 + 2 מגה פיקסל,לא זמין,כולל,355,549,ללא,5.0,"5,000 mAh",3
Apple,2020,iOS,135 גרם,iPhone 12 mini,סמארטפון,מקשי ספרות,לא זמין,לא זמין,5,5.4 אינטש,6 ליבות,1080x2340‏ פיקסלים,476 ppi,לא זמין,Super Retina,IP67,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,2085,2947,כולל,5.0,לא זמין,3
Apple,לא זמין,iOS,240 גרם,לא זמין,סמארטפון,מסך מגע,6GB,לא זמין,4,6.7 אינטש,לא זמין,לא זמין,460 ppi,120 Hz,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,לא זמין,כולל,7449,7610,כולל,לא זמין,לא זמין,3
Xiaomi,2020,Android,215 גרם,Poco X3,סמארטפון,מסך מגע,6GB,לא זמין,4,6.67 אינטש,8 ליבות,1080x2400‏ פיקסלים,395 ppi,120 Hz,IPS,IP53,לא זמין,Micro SD/T-Flash,20‏ מגה פיקסל,64 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,550,934,כולל,5.1,"5,160 mAh",3
Xiaomi,2021,Android,179 גרם,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,לא זמין,לא זמין,1080x2400‏ פיקסלים,לא זמין,120 Hz,AMOLED,לא זמין,לא זמין,ללא,32‏ מגה פיקסל,לא זמין,כולל,כולל,2425,3099,אופציונאלי,5.2,"4,500 mAh",3
Samsung,2021,Android,203 גרם,Galaxy A72,סמארטפון,מסך מגע,8GB,2300 1800 MHz,4,6.7 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,394 ppi,90 Hz,Super AMOLED,IP67,לא זמין,microSDXC,32‏ מגה פיקסל,68 + 8 + 12 + 5 מגה פיקסל,כולל,כולל,1390,1750,אופציונאלי,5.0,"5,000 mAh",3
Google,לא זמין,Android,197 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.3 אינטש,לא זמין,1080x2400‏ פיקסלים,לא זמין,90 Hz,AMOLED,IP68,לא זמין,ללא,לא זמין,לא זמין,כולל,כולל,2650,3399,אופציונאלי,5.2,לא זמין,3
Xiaomi,2021,Android,193 גרם,Redmi Note 10,סמארטפון,מסך מגע,8GB,2300 1800 MHz,4,6.67 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,108 + 8 + 5 + 2 מגה פיקסל,כולל,כולל,985,1244,אופציונאלי,5.1,"5,020 mAh",3
Samsung,לא זמין,Android,195 גרם,לא זמין,סמארטפון,מסך מגע,4GB,1800 2000 MHz,4,6.6 אינטש,לא זמין,לא זמין,400 ppi,לא זמין,PLS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,לא זמין,כולל,כולל,638,685,כולל,5.2,"5,000 mAh",3
OnePlus,לא זמין,Android,173 גרם,לא זמין,סמארטפון,מסך מגע,8GB,2000 2400 MHz,4,6.43 אינטש,לא זמין,1080x2400‏ פיקסלים,409 ppi,90 Hz,AMOLED,לא זמין,לא זמין,microSDXC,16‏ מגה פיקסל,64 + 8 + 2 מגה פיקסל,כולל,כולל,1143,1550,כולל,5.2,"4,500 mAh",3
Apple,2018,iOS,208 גרם,iPhone XS Max,סמארטפון,מסך מגע,4GB,לא זמין,4,6.5 אינטש,8 ליבות,1242x2688‏ פיקסלים,458 ppi,לא זמין,Super AMOLED,IP68,לא זמין,ללא,7‏ מגה פיקסל,12 + 12 מגה פיקסלים,לא זמין,כולל,1790,5199,כולל,5.0,לא זמין,3
לא זמין,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,לא זמין,6.55 אינטש,לא זמין,1080x2400‏ פיקסלים,402 ppi,120 Hz,OLED,IP53,לא זמין,ללא,16‏ מגה פיקסל,לא זמין,כולל,כולל,1788,1865,כולל,5.2,"4,500 mAh",3
Nokia,2019,KaiOS,118 גרם,2720,טלפון רגיל,מקשי ספרות,512MB,1.1 MHz,4,2.8 אינטש,2 ליבות,240x320‏ פיקסלים,143 ppi,לא זמין,TFT,ללא,לא זמין,Micro SD/T-Flash,לא כולל‏ מגה פיקסל,2 מגה פיקסל,ללא,כולל,388,450,ללא,4.2,"1,500 mAh",3
Google,2021,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,6.7 אינטש,לא זמין,1440x3120‏ פיקסלים,לא זמין,120 Hz,LTPO AMOLED,IP68,לא זמין,ללא,לא זמין,לא זמין,כולל,כולל,1999,4290,כולל,5.2,לא זמין,3
Apple,2017,iOS,174 גרם,iPhone X,סמארטפון,3D Touch,3GB,לא זמין,4,5.8 אינטש,6 ליבות,1125x2436‏ פיקסלים,458 ppi,לא זמין,OLED,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,1174,3349,כולל,5.0,לא זמין,3
Huawei,2019,Android,192 גרם,P30,סמארטפון,מסך מגע,6GB,2600 1920 1800 MHz,4,6.47 אינטש,2+2+4,1080x2340‏ פיקסלים,398 ppi,לא זמין,OLED,IP68,לא זמין,NM Card,32‏ מגה פיקסל,40 + 20 + 8 מגה פיקסל,כולל,כולל,1190,1999,כולל,5.0,"4,200 mAh",3
Samsung,2019,Android,183 גרם,Galaxy A70,סמארטפון,מסך מגע,6GB,2000 1700 MHz,4,6.7 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,393 ppi,לא זמין,Super AMOLED,ללא,לא זמין,Micro SD/T-Flash,32‏ מגה פיקסל,32 + 8 + 5 מגה פיקסל,כולל,כולל,1040,1179,אופציונאלי,5.0,"4,500 mAh",3
Apple,2020,iOS,148 גרם,iPhone SE 2020,סמארטפון,מסך מגע,3GB,2650 1800 MHz,4,4.7 אינטש,2 + 4 ליבות,1334x750‏ פיקסלים,326 ppi,לא זמין,Retina IPS,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,980,2796,כולל,5.0,"1,821 mAh",3
Xiaomi,לא זמין,Android,194 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,6.53 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,13 מגה פיקסל,כולל,כולל,554,729,ללא,5.0,"5,000 mAh",3
